event,adId,campaignID,xForwardedFor,stateID,cityID
RENDER,7007,1821,152.57.50.26,2239,81116
RENDER,7007,1821,157.33.2.227,2239,81116
RENDER,7007,1821,157.45.43.76,2239,81116
RENDER,7007,1821,103.176.6.171,2239,81116
RENDER,7007,1821,106.217.100.196,2239,81116
RENDER,7007,1821,117.99.243.116,2239,81116
RENDER,7007,1821,106.217.100.109,2239,81116
RENDER,7007,1821,152.57.53.109,2239,81116
RENDER,7007,1821,152.57.76.182,2239,81116
RENDER,7007,1821,152.57.18.66,2239,81116
RENDER,7007,1821,103.180.106.68,2239,81116
RENDER,7007,1821,103.220.80.243,2239,81116
RENDER,7007,1821,106.217.100.179,2239,81116
RENDER,7007,1821,106.193.229.70,2239,81116
RENDER,7007,1821,106.221.223.222,2239,81116
RENDER,7007,1821,117.99.245.102,2239,81116
RENDER,7007,1821,157.33.113.118,2239,81116
RENDER,7007,1821,117.99.244.50,2239,81116
RENDER,7007,1821,223.189.23.25,2239,81116
RENDER,7007,1821,157.33.99.135,2239,81116
RENDER,7007,1821,152.57.53.71,2239,81116
RENDER,7007,1821,106.193.229.144,2239,81116
RENDER,7007,1821,123.63.85.197,2239,81116
RENDER,7007,1821,110.225.50.57,2239,81116
RENDER,7007,1821,157.45.64.19,2239,81116
RENDER,7007,1821,157.33.66.99,2239,81116
RENDER,7007,1821,106.193.189.138,2239,81116
RENDER,7007,1821,123.63.85.197,2239,81116
RENDER,7007,1821,106.193.207.127,2239,81116
RENDER,7007,1821,117.99.245.183,2239,81116
RENDER,7007,1821,157.33.0.122,2239,81116
RENDER,7007,1821,106.221.13.39,2239,81116
RENDER,7007,1821,152.57.113.59,2239,81116
RENDER,7007,1821,152.57.177.29,2239,81116
RENDER,7007,1821,152.57.141.237,2239,81116
RENDER,7007,1821,152.57.185.114,2239,81116
RENDER,7007,1821,49.33.209.252,2239,81116
RENDER,7007,1821,152.57.112.203,2239,81116
RENDER,7007,1821,106.193.237.180,2239,81116
RENDER,7007,1821,117.99.255.47,2239,81116
RENDER,7007,1821,157.33.1.251,2239,81116
RENDER,7007,1821,49.204.69.154,2239,81116
RENDER,7007,1821,106.200.98.238,2239,81116
RENDER,7007,1821,152.57.188.53,2239,81116
RENDER,7007,1821,152.58.18.17,2239,81116
RENDER,7007,1821,49.32.166.14,2239,81116
RENDER,7007,1821,106.209.240.107,2239,81116
RENDER,7007,1821,42.106.216.170,2239,81116
RENDER,7007,1821,223.182.187.152,2239,81116
RENDER,7007,1821,152.58.18.45,2239,81116
RENDER,7007,1821,152.58.18.120,2239,81116
RENDER,7007,1821,106.193.198.160,2239,81116
RENDER,7007,1821,152.57.62.158,2239,81116
RENDER,7007,1821,152.57.90.111,2239,81116
RENDER,7007,1821,103.173.240.133,2239,81116
RENDER,7007,1821,152.57.173.4,2239,81116
RENDER,7007,1821,157.33.221.172,2239,81116
RENDER,7007,1821,152.57.15.95,2239,81116
RENDER,7007,1821,42.106.248.236,2239,81116
RENDER,7007,1821,152.57.102.108,2239,81116
RENDER,7007,1821,106.193.229.117,2239,81116
RENDER,7007,1821,117.99.247.198,2239,81116
RENDER,7007,1821,106.193.247.117,2239,81116
RENDER,7007,1821,152.57.72.57,2239,81116
RENDER,7007,1821,152.58.43.56,2239,81116
RENDER,7007,1821,152.57.81.214,2239,81116
RENDER,7007,1821,152.57.120.42,2239,81116
RENDER,7007,1821,152.58.4.161,2239,81116
RENDER,7007,1821,152.58.31.156,2239,81116
RENDER,7007,1821,157.33.44.67,2239,81116
RENDER,7007,1821,157.33.22.62,2239,81116
RENDER,7007,1821,117.99.243.220,2239,81116
RENDER,7007,1821,152.57.144.37,2239,81116
RENDER,7007,1821,103.72.72.203,2239,81116
RENDER,7007,1821,103.13.42.7,2239,81116
RENDER,7007,1821,157.33.122.94,2239,81116
RENDER,7007,1821,152.58.19.49,2239,81116
RENDER,7007,1821,106.216.255.179,2239,81116
RENDER,7007,1821,152.58.19.25,2239,81116
RENDER,7007,1821,152.58.19.121,2239,81116
RENDER,7007,1821,157.33.42.29,2239,81116
RENDER,7007,1821,157.33.0.122,2239,81116
RENDER,7007,1821,152.57.143.35,2239,81116
RENDER,7007,1821,157.33.60.192,2239,81116
RENDER,7007,1821,152.57.170.33,2239,81116
RENDER,7007,1821,152.57.108.168,2239,81116
RENDER,7007,1821,152.57.69.22,2239,81116
RENDER,7007,1821,157.33.116.151,2239,81116
RENDER,7007,1821,157.33.76.3,2239,81116
RENDER,7007,1821,223.189.63.74,2239,81116
RENDER,7007,1821,152.58.18.4,2239,81116
RENDER,7007,1821,171.51.225.253,2239,81116
RENDER,7007,1821,49.32.171.54,2239,81116
RENDER,7007,1821,157.33.197.1,2239,81116
RENDER,7007,1821,157.33.25.219,2239,81116
RENDER,7007,1821,117.99.254.32,2239,81116
RENDER,7007,1821,171.51.220.174,2239,81116
RENDER,7007,1821,152.57.108.62,2239,81116
RENDER,7007,1821,152.58.43.250,2239,81116
RENDER,7007,1821,152.58.19.69,2239,81116
RENDER,7007,1821,152.58.18.165,2239,81116
RENDER,7007,1821,203.194.102.218,2239,81116
RENDER,7007,1821,49.33.218.17,2239,81116
RENDER,7007,1821,110.226.177.107,2239,81116
RENDER,7007,1821,152.57.83.150,2239,81116
RENDER,7007,1821,42.106.248.79,2239,81116
RENDER,7007,1821,157.33.227.96,2239,81116
RENDER,7007,1821,152.58.30.68,2239,81116
RENDER,7007,1821,152.58.19.230,2239,81116
RENDER,7007,1821,152.57.20.78,2239,81116
RENDER,7007,1821,152.57.113.158,2239,81116
RENDER,7007,1821,152.57.122.63,2239,81116
RENDER,7007,1821,103.13.42.8,2239,81116
RENDER,7007,1821,49.32.171.54,2239,81116
RENDER,7007,1821,152.57.9.149,2239,81116
RENDER,7007,1821,171.77.131.121,2239,81116
RENDER,7007,1821,152.58.47.186,2239,81116
RENDER,7007,1821,157.33.19.201,2239,81116
RENDER,7007,1821,117.99.249.21,2239,81116
RENDER,7007,1821,117.99.240.202,2239,81116
RENDER,7007,1821,152.58.19.21,2239,81116
RENDER,7007,1821,152.57.51.205,2239,81116
RENDER,7007,1821,152.58.18.247,2239,81116
RENDER,7007,1821,152.58.4.81,2239,81116
RENDER,7007,1821,203.194.102.221,2239,81116
RENDER,7007,1821,103.164.197.89,2239,81116
RENDER,7007,1821,203.192.195.21,2239,81116
RENDER,7007,1821,152.57.110.96,2239,81116
RENDER,7007,1821,152.57.27.215,2239,81116
RENDER,7007,1821,152.57.103.144,2239,81116
RENDER,7007,1821,152.57.82.163,2239,81116
RENDER,7007,1821,49.32.190.7,2239,81116
RENDER,7007,1821,106.200.106.130,2239,81116
RENDER,7007,1821,152.57.69.33,2239,81116
RENDER,7007,1821,152.57.148.146,2239,81116
RENDER,7007,1821,103.164.197.89,2239,81116
RENDER,7007,1821,106.194.230.25,2239,81116
RENDER,7007,1821,157.33.23.34,2239,81116
RENDER,7007,1821,152.58.18.1,2239,81116
RENDER,7007,1821,106.221.218.131,2239,81116
RENDER,7007,1821,157.33.45.65,2239,81116
RENDER,7007,1821,157.33.78.83,2239,81116
RENDER,7007,1821,115.111.223.46,2239,81116
RENDER,7007,1821,59.99.200.8,2239,81116
RENDER,7007,1821,106.193.228.97,2239,81116
RENDER,7007,1821,106.193.234.99,2239,81116
RENDER,7007,1821,157.33.7.244,2239,81116
RENDER,7007,1821,157.33.35.84,2239,81116
RENDER,7007,1821,152.58.19.136,2239,81116
RENDER,7007,1821,223.184.232.231,2239,81116
RENDER,7007,1821,103.183.55.245,2239,81116
RENDER,7007,1821,106.194.195.42,2239,81116
RENDER,7007,1821,106.193.189.204,2239,81116
RENDER,7007,1821,152.57.23.168,2239,81116
RENDER,7007,1821,157.33.4.170,2239,81116
RENDER,7007,1821,152.57.175.77,2239,81116
RENDER,7007,1821,110.224.51.39,2239,81116
RENDER,7007,1821,110.226.180.220,2239,81116
RENDER,7007,1821,157.33.11.226,2239,81116
RENDER,7007,1821,157.33.94.248,2239,81116
RENDER,7007,1821,157.33.253.62,2239,81116
RENDER,7007,1821,106.216.246.128,2239,81116
RENDER,7007,1821,106.193.189.138,2239,81116
RENDER,7007,1821,157.33.108.242,2239,81116
RENDER,7007,1821,152.57.113.158,2239,81116
RENDER,7007,1821,152.58.18.194,2239,81116
RENDER,7007,1821,157.33.18.173,2239,81116
RENDER,7007,1821,152.57.42.20,2239,81116
RENDER,7007,1821,123.63.85.197,2239,81116
RENDER,7007,1821,152.58.19.239,2239,81116
RENDER,7007,1821,157.45.41.231,2239,81116
RENDER,7007,1821,157.33.25.141,2239,81116
RENDER,7007,1821,152.57.36.44,2239,81116
RENDER,7007,1821,106.193.131.204,2239,81116
RENDER,7007,1821,157.33.7.244,2239,81116
RENDER,7007,1821,152.57.19.130,2239,81116
RENDER,7007,1821,42.106.249.62,2239,81116
RENDER,7007,1821,157.33.254.32,2239,81116
RENDER,7007,1821,157.33.21.242,2239,81116
RENDER,7007,1821,157.33.125.29,2239,81116
RENDER,7007,1821,152.57.25.185,2239,81116
RENDER,7007,1821,152.58.19.243,2239,81116
RENDER,7007,1821,106.221.218.131,2239,81116
RENDER,7007,1821,157.33.126.43,2239,81116
RENDER,7007,1821,106.79.115.95,2239,81116
RENDER,7007,1821,157.33.192.53,2239,81116
RENDER,7007,1821,106.210.231.208,2239,81116
RENDER,7007,1821,152.57.139.152,2239,81116
RENDER,7007,1821,106.193.234.99,2239,81116
RENDER,7007,1821,157.33.226.216,2239,81116
RENDER,7007,1821,152.57.30.12,2239,81116
RENDER,7007,1821,157.33.126.43,2239,81116
RENDER,7007,1821,203.194.98.53,2239,81116
RENDER,7007,1821,106.221.211.87,2239,81116
RENDER,7007,1821,106.216.180.190,2239,81116
RENDER,7007,1821,157.33.218.26,2239,81116
RENDER,7007,1821,152.57.101.236,2239,81116
RENDER,7007,1821,157.33.224.110,2239,81116
RENDER,7007,1821,106.193.191.65,2239,81116
RENDER,7007,1821,49.32.190.7,2239,81116
RENDER,7007,1821,106.221.218.221,2239,81116
RENDER,7007,1821,157.33.222.237,2239,81116
RENDER,7007,1821,117.99.244.71,2239,81116
RENDER,7007,1821,152.57.30.12,2239,81116
RENDER,7007,1821,157.33.9.178,2239,81116
RENDER,7007,1821,152.57.38.84,2239,81116
RENDER,7007,1821,157.33.194.5,2239,81116
RENDER,7007,1821,117.99.243.86,2239,81116
RENDER,7007,1821,223.176.85.2,2239,81116
RENDER,7007,1821,152.57.116.40,2239,81116
RENDER,7007,1821,152.58.19.145,2239,81116
RENDER,7007,1821,106.197.80.147,2239,81116
RENDER,7007,1821,106.193.198.243,2239,81116
RENDER,7007,1821,157.33.15.170,2239,81116
RENDER,7007,1821,152.58.16.247,2239,81116
RENDER,7007,1821,49.33.215.143,2239,81116
RENDER,7007,1821,152.57.75.240,2239,81116
RENDER,7007,1821,124.66.173.100,2239,81116
RENDER,7007,1821,152.58.19.149,2239,81116
RENDER,7007,1821,152.58.16.117,2239,81116
RENDER,7007,1821,106.221.218.131,2239,81116
RENDER,7007,1821,157.33.88.8,2239,81116
RENDER,7007,1821,117.99.241.127,2239,81116
RENDER,7007,1821,110.225.50.44,2239,81116
RENDER,7007,1821,152.57.19.130,2239,81116
RENDER,7007,1821,117.99.248.250,2239,81116
RENDER,7007,1821,152.58.19.239,2239,81116
RENDER,7007,1821,152.57.6.107,2239,81116
RENDER,7007,1821,49.15.232.244,2239,81116
RENDER,7007,1821,106.220.70.112,2239,81116
RENDER,7007,1821,157.33.42.230,2239,81116
RENDER,7007,1821,157.33.5.125,2239,81116
RENDER,7007,1821,152.58.18.74,2239,81116
RENDER,7007,1821,106.200.118.217,2239,81116
RENDER,7007,1821,157.33.246.96,2239,81116
RENDER,7007,1821,152.58.19.69,2239,81116
RENDER,7007,1821,106.211.122.2,2239,81116
RENDER,7007,1821,152.58.18.141,2239,81116
RENDER,7007,1821,152.57.16.56,2239,81116
RENDER,7007,1821,152.58.17.65,2239,81116
RENDER,7007,1821,103.44.106.82,2239,81116
RENDER,7007,1821,106.193.206.136,2239,81116
RENDER,7007,1821,106.200.105.123,2239,81116
RENDER,7007,1821,152.57.113.178,2239,81116
RENDER,7007,1821,152.58.18.16,2239,81116
RENDER,7007,1821,157.33.206.243,2239,81116
RENDER,7007,1821,152.57.109.237,2239,81116
RENDER,7007,1821,49.32.138.56,2239,81116
RENDER,7007,1821,152.57.35.226,2239,81116
RENDER,7007,1821,49.15.231.164,2239,81116
RENDER,7007,1821,106.194.227.149,2239,81116
RENDER,7007,1821,157.33.228.50,2239,81116
RENDER,7007,1821,152.57.139.238,0.0,2239
RENDER,7007,1821,106.193.207.48,2239,81116
RENDER,7007,1821,152.57.15.43,2239,81116
RENDER,7007,1821,152.58.18.14,2239,81116
RENDER,7007,1821,106.217.100.197,2239,81116
RENDER,7007,1821,106.79.146.87,2239,81116
RENDER,7007,1821,157.33.74.108,2239,81116
RENDER,7007,1821,157.33.118.231,2239,81116
RENDER,7007,1821,157.33.207.34,2239,81116
RENDER,7007,1821,49.32.130.177,2239,81116
RENDER,7007,1821,182.75.173.194,2239,81116
RENDER,7007,1821,157.45.50.123,2239,81116
RENDER,7007,1821,106.193.214.243,2239,81116
RENDER,7007,1821,117.99.254.89,2239,81116
RENDER,7007,1821,152.58.18.232,2239,81116
RENDER,7007,1821,152.57.165.58,2239,81116
RENDER,7007,1821,110.224.112.156,2239,81116
RENDER,7007,1821,106.221.211.193,2239,81116
RENDER,7007,1821,115.111.223.46,2239,81116
RENDER,7007,1821,117.99.246.36,2239,81116
RENDER,7007,1821,152.57.38.18,2239,81116
RENDER,7007,1821,157.33.192.51,2239,81116
RENDER,7007,1821,157.33.47.82,2239,81116
RENDER,7007,1821,152.58.28.241,2239,81116
RENDER,7007,1821,152.57.163.91,2239,81116
RENDER,7007,1821,152.57.91.205,2239,81116
RENDER,7007,1821,152.58.19.19,2239,81116
RENDER,7007,1821,103.38.68.172,2239,81116
RENDER,7007,1821,152.57.121.138,2239,81116
RENDER,7007,1821,152.57.29.111,2239,81116
RENDER,7007,1821,110.224.122.23,2239,81116
RENDER,7007,1821,106.217.100.15,2239,81116
RENDER,7007,1821,157.33.95.71,2239,81116
RENDER,7007,1821,157.33.9.236,2239,81116
RENDER,7007,1821,157.33.204.199,2239,81116
RENDER,7007,1821,152.58.19.244,2239,81116
RENDER,7007,1821,117.99.252.73,2239,81116
RENDER,7007,1821,152.57.111.172,2239,81116
RENDER,7007,1821,106.221.3.118,2239,81116
RENDER,7007,1821,152.58.18.249,2239,81116
RENDER,7007,1821,117.99.246.84,2239,81116
RENDER,7007,1821,157.33.210.202,2239,81116
RENDER,7007,1821,103.13.42.7,2239,81116
RENDER,7007,1821,203.192.238.54,2239,81116
RENDER,7007,1821,49.32.178.200,2239,81116
RENDER,7007,1821,117.99.252.11,2239,81116
RENDER,7007,1821,157.33.223.139,2239,81116
RENDER,7007,1821,106.217.100.104,2239,81116
RENDER,7007,1821,152.58.3.238,2239,81116
RENDER,7007,1821,49.15.234.215,2239,81116
RENDER,7007,1821,152.57.88.0,2239,81116
RENDER,7007,1821,106.193.228.84,2239,81116
RENDER,7007,1821,152.57.88.249,2239,81116
RENDER,7007,1821,110.225.50.39,2239,81116
RENDER,7007,1821,106.193.245.105,2239,81116
RENDER,7007,1821,110.225.50.36,2239,81116
RENDER,7007,1821,157.33.23.35,2239,81116
RENDER,7007,1821,106.193.222.224,2239,81116
RENDER,7007,1821,157.33.246.177,2239,81116
RENDER,7007,1821,157.33.70.171,2239,81116
RENDER,7007,1821,43.241.124.87,2239,81116
RENDER,7007,1821,203.192.213.122,2239,81116
RENDER,7007,1821,117.99.254.50,2239,81116
RENDER,7007,1821,106.193.206.32,2239,81116
RENDER,7007,1821,106.193.206.213,2239,81116
RENDER,7007,1821,152.57.73.128,2239,81116
RENDER,7007,1821,171.51.222.53,2239,81116
RENDER,7007,1821,106.194.194.7,2239,81116
RENDER,7007,1821,106.216.249.72,2239,81116
RENDER,7007,1821,106.193.35.165,2239,81116
RENDER,7007,1821,152.57.36.79,2239,81116
RENDER,7007,1821,110.224.124.39,2239,81116
RENDER,7007,1821,106.221.222.42,2239,81116
RENDER,7007,1821,152.57.26.228,2239,81116
RENDER,7007,1821,106.193.118.255,2239,81116
RENDER,7007,1821,49.32.170.19,2239,81116
RENDER,7007,1821,157.45.134.131,2239,81116
RENDER,7007,1821,106.217.100.65,2239,81116
RENDER,7007,1821,157.45.134.133,2239,81116
RENDER,7007,1821,182.71.154.92,2239,81116
RENDER,7007,1821,152.58.19.119,2239,81116
RENDER,7007,1821,106.216.248.163,2239,81116
RENDER,7007,1821,202.134.181.187,2239,81116
RENDER,7007,1821,110.227.31.23,2239,81116
RENDER,7007,1821,117.99.242.9,2239,81116
RENDER,7007,1821,117.99.245.148,2239,81116
RENDER,7007,1821,42.106.248.175,2239,81116
RENDER,7007,1821,111.125.210.165,2239,81116
RENDER,7007,1821,49.32.170.19,2239,81116
RENDER,7007,1821,223.237.64.32,2239,81116
RENDER,7007,1821,103.142.120.152,2239,81116
RENDER,7007,1821,49.15.230.51,2239,81116
RENDER,7007,1821,152.58.19.17,2239,81116
RENDER,7007,1821,152.58.29.82,2239,81116
RENDER,7007,1821,157.33.17.51,2239,81116
RENDER,7007,1821,106.193.229.117,2239,81116
RENDER,7007,1821,117.99.242.58,2239,81116
RENDER,7007,1821,106.200.126.88,2239,81116
RENDER,7007,1821,152.58.19.24,2239,81116
RENDER,7007,1821,103.182.130.101,2239,81116
RENDER,7007,1821,171.77.138.227,2239,81116
RENDER,7007,1821,152.58.18.244,2239,81116
RENDER,7007,1821,152.57.88.70,2239,81116
RENDER,7007,1821,157.33.100.146,2239,81116
RENDER,7007,1821,103.164.197.107,2239,81116
RENDER,7007,1821,152.57.50.89,2239,81116
RENDER,7007,1821,42.106.248.153,2239,81116
RENDER,7007,1821,152.57.172.166,2239,81116
RENDER,7007,1821,152.58.18.115,2239,81116
RENDER,7007,1821,152.58.18.175,2239,81116
RENDER,7007,1821,42.106.216.119,2239,81116
RENDER,7007,1821,157.33.40.255,2239,81116
RENDER,7007,1821,106.216.180.134,2239,81116
RENDER,7007,1821,223.182.171.185,2239,81116
RENDER,7007,1821,152.57.145.144,2239,81116
RENDER,7007,1821,152.58.19.215,2239,81116
RENDER,7007,1821,157.33.100.61,2239,81116
RENDER,7007,1821,157.45.50.122,2239,81116
RENDER,7007,1821,152.57.75.240,2239,81116
RENDER,7007,1821,152.57.123.31,2239,81116
RENDER,7007,1821,152.57.25.214,2239,81116
RENDER,7007,1821,117.99.249.3,2239,81116
RENDER,7007,1821,163.114.129.1,2239,81116
RENDER,7007,1821,117.99.252.217,2239,81116
RENDER,7007,1821,152.58.18.117,2239,81116
RENDER,7007,1821,106.193.223.72,2239,81116
RENDER,7007,1821,157.33.32.27,2239,81116
RENDER,7007,1821,106.193.35.128,2239,81116
RENDER,7007,1821,157.33.205.190,2239,81116
RENDER,7007,1821,106.193.192.81,2239,81116
RENDER,7007,1821,157.33.20.215,2239,81116
RENDER,7007,1821,152.58.18.157,2239,81116
RENDER,7007,1821,152.57.90.172,2239,81116
RENDER,7007,1821,157.33.239.138,2239,81116
